Title,Released,Prod_Budget,Rated,Runtime,Genre,Director,Actors,Pirate_Count,Torrentz_Count,Zoogle_Ver_Count,Total_Torrents
Bridesmaids,2011-05-13,32500000.0,R,125,"Comedy, Romance",Paul Feig,"Kristen Wiig, Terry Crews, Maya Rudolph, Tom Yi",111.0,204.0,25.0,340.0
Wanderlust,2012-02-24,32500000.0,R,98,Comedy,David Wain,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",44.0,130.0,22.0,196.0
The Big Wedding,2013-04-26,32500000.0,R,89,Comedy,Justin Zackham,"Robert De Niro, Katherine Heigl, Diane Keaton, Amanda Seyfried",34.0,125.0,10.0,169.0
Snow Dogs,2002-01-18,32000000.0,PG,99,"Adventure, Comedy, Family",Brian Levant,"Cuba Gooding Jr., James Coburn, Sisqó, Nichelle Nichols",3.0,28.0,13.0,44.0
Laws of Attraction,2004-04-30,32000000.0,PG-13,90,"Comedy, Romance",Peter Howitt,"Pierce Brosnan, Julianne Moore, Michael Sheen, Parker Posey",5.0,20.0,13.0,38.0
Elf,2003-11-07,32000000.0,PG,97,"Comedy, Family, Fantasy",Jon Favreau,"Will Ferrell, James Caan, Bob Newhart, Edward Asner",34.0,94.0,17.0,145.0
Alive,1993-01-15,32000000.0,R,120,"Adventure, Biography, Drama",Frank Marshall,"Ethan Hawke, Vincent Spano, Josh Hamilton, Bruce Ramsay",21.0,64.0,21.0,106.0
Source Code,2011-04-01,32000000.0,PG-13,93,"Mystery, Sci-Fi, Thriller",Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright",169.0,414.0,27.0,610.0
1941,1979-12-14,32000000.0,PG,118,"Action, Comedy, War",Steven Spielberg,"Dan Aykroyd, Ned Beatty, John Belushi, Lorraine Gary",12.0,47.0,21.0,80.0
Stigmata,1999-09-10,32000000.0,R,103,Horror,Rupert Wainwright,"Patricia Arquette, Gabriel Byrne, Jonathan Pryce, Nia Long",18.0,70.0,17.0,105.0
The Quick and the Dead,1995-02-10,32000000.0,R,107,"Action, Thriller, Western",Sam Raimi,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio",21.0,57.0,25.0,103.0
Going the Distance,2010-09-03,32000000.0,R,102,"Comedy, Romance",Nanette Burstein,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis",55.0,87.0,19.0,161.0
Repo Men,2010-03-19,32000000.0,R,111,"Action, Crime, Sci-Fi",Miguel Sapochnik,"Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber",65.0,214.0,31.0,310.0
Takers,2010-08-27,32000000.0,PG-13,107,"Action, Crime, Thriller",John Luessenhop,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy",122.0,184.0,17.0,323.0
The Number 23,2007-02-23,32000000.0,R,101,"Mystery, Thriller",Joel Schumacher,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston",29.0,124.0,23.0,176.0
Nacho Libre,2006-06-16,32000000.0,PG,92,"Comedy, Family, Sport",Jared Hess,"Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose",22.0,63.0,10.0,95.0
Apocalypse Now,1979-08-15,31500000.0,R,153,"Drama, War",Francis Ford Coppola,"Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest",64.0,122.0,40.0,226.0
Criminal,2016-04-15,31500000.0,R,113,"Action, Crime, Drama",Ariel Vromen,"Kevin Costner, Gary Oldman, Tommy Lee Jones, Jordi Mollà",14.0,157.0,100.0,271.0
Extraordinary Measures,2010-01-22,31000000.0,PG,106,Drama,Tom Vaughan,"Brendan Fraser, Harrison Ford, Keri Russell, Meredith Droeger",50.0,104.0,15.0,169.0
Vacation,2015-07-29,31000000.0,R,99,"Adventure, Comedy","John Francis Daley, Jonathan M. Goldstein","Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",49.0,480.0,119.0,648.0
Hearts in Atlantis,2001-09-28,31000000.0,PG-13,101,"Drama, Mystery",Scott Hicks,"Anthony Hopkins, Anton Yelchin, Hope Davis, Mika Boorem",7.0,28.0,16.0,51.0
Moonraker,1979-06-29,31000000.0,PG,126,"Action, Adventure, Sci-Fi",Lewis Gilbert,"Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel",25.0,85.0,20.0,130.0
Flight,2012-11-02,31000000.0,R,138,"Drama, Thriller",Robert Zemeckis,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards",118.0,410.0,52.0,580.0
Frequency,2000-04-28,31000000.0,PG-13,118,"Crime, Drama, Mystery",Gregory Hoblit,"Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell",26.0,82.0,35.0,143.0
Get Shorty,1995-10-20,30250000.0,R,105,"Comedy, Crime, Thriller",Barry Sonnenfeld,"John Travolta, Gene Hackman, Rene Russo, Danny DeVito",14.0,54.0,24.0,92.0
The First Wives Club,1996-09-20,30000000.0,PG,103,Comedy,Hugh Wilson,"Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith",4.0,13.0,11.0,28.0
Wing Commander,1999-03-12,30000000.0,PG-13,100,"Action, Adventure, Sci-Fi",Chris Roberts,"Freddie Prinze Jr., Saffron Burrows, Matthew Lillard, Tchéky Karyo",14.0,43.0,12.0,69.0
The Whole Ten Yards,2004-04-09,30000000.0,PG-13,98,"Comedy, Crime, Thriller",Howard Deutch,"Bruce Willis, Matthew Perry, Amanda Peet, Kevin Pollak",16.0,30.0,27.0,73.0
The Cave,2005-08-26,30000000.0,PG-13,97,"Adventure, Horror, Thriller",Bruce Hunt,"Cole Hauser, Eddie Cibrian, Morris Chestnut, Lena Headey",11.0,101.0,25.0,137.0
The Family,2013-09-13,30000000.0,R,111,"Comedy, Crime, Thriller",Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",63.0,416.0,52.0,531.0
Fright Night,2011-08-19,30000000.0,R,106,"Comedy, Horror",Craig Gillespie,"Anton Yelchin, Colin Farrell, Toni Collette, David Tennant",101.0,256.0,26.0,383.0
Analyze This,1999-03-05,30000000.0,R,103,"Comedy, Crime",Harold Ramis,"Robert De Niro, Billy Crystal, Lisa Kudrow, Chazz Palminteri",17.0,42.0,22.0,81.0
The Five-Year Engagement,2012-04-27,30000000.0,R,124,"Comedy, Romance",Nicholas Stoller,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie",40.0,126.0,15.0,181.0
Dead Man Down,2013-03-08,30000000.0,R,118,"Action, Crime, Drama",Niels Arden Oplev,"Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper",111.0,255.0,14.0,380.0
Meet the Spartans,2008-01-25,30000000.0,PG-13,86,Comedy,"Jason Friedberg, Aaron Seltzer","Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo",22.0,264.0,18.0,304.0
Lee Daniels' The Butler,2013-08-16,30000000.0,PG-13,132,"Biography, Drama",Lee Daniels,"Forest Whitaker, David Banner, Michael Rainey Jr., LaJessie Smith",40.0,5.0,10.0,55.0
P.S. I Love You,2007-12-21,30000000.0,PG-13,126,"Drama, Romance",Richard LaGravenese,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon",43.0,93.0,34.0,170.0
The Addams Family,1991-11-22,30000000.0,PG-13,99,"Comedy, Fantasy",Barry Sonnenfeld,"Anjelica Huston, Raul Julia, Christopher Lloyd, Dan Hedaya",17.0,50.0,24.0,91.0
The Cabin in the Woods,2012-04-13,30000000.0,R,95,"Fantasy, Horror, Mystery",Drew Goddard,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",105.0,111.0,10.0,226.0
Racing Stripes,2005-01-14,30000000.0,PG,102,"Adventure, Comedy, Drama",Frederik Du Chau,"Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock",15.0,21.0,10.0,46.0
Glory Road,2006-01-13,30000000.0,PG,118,"Biography, Drama, Sport",James Gartner,"Josh Lucas, Derek Luke, Austin Nichols, Jon Voight",6.0,33.0,14.0,53.0
Hope Floats,1998-05-29,30000000.0,PG-13,114,"Drama, Romance",Forest Whitaker,"Sandra Bullock, Harry Connick Jr., Gena Rowlands, Mae Whitman",5.0,14.0,12.0,31.0
Message in a Bottle,1999-02-12,30000000.0,PG-13,131,"Drama, Romance",Luis Mandoki,"Kevin Costner, Robin Wright, Paul Newman, John Savage",18.0,40.0,14.0,72.0
Stranger Than Fiction,2006-11-10,30000000.0,PG-13,113,"Comedy, Drama, Fantasy",Marc Forster,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza",32.0,97.0,20.0,149.0
Black Rain,1989-09-22,30000000.0,R,125,"Action, Crime, Thriller",Ridley Scott,"Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw",16.0,55.0,33.0,104.0
The Notebook,2004-06-25,30000000.0,PG-13,123,"Drama, Romance",Nick Cassavetes,"Tim Ivey, Gena Rowlands, Starletta DuPois, James Garner",48.0,127.0,52.0,227.0
Baby Mama,2008-04-25,30000000.0,PG-13,99,"Comedy, Romance",Michael McCullers,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard",20.0,70.0,12.0,102.0
Step Up 3D,2010-08-06,30000000.0,PG-13,107,"Drama, Music, Romance",Jon M. Chu,"Rick Malambri, Adam G. Sevani, Sharni Vinson, Alyson Stoner",67.0,69.0,16.0,152.0
The Running Man,1987-11-13,30000000.0,R,101,"Action, Crime, Sci-Fi",Paul Michael Glaser,"Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown",24.0,77.0,41.0,142.0
Pride and Glory,2008-10-24,30000000.0,R,130,"Crime, Drama, Thriller",Gavin O'Connor,"Colin Farrell, Edward Norton, Jon Voight, Noah Emmerich",50.0,189.0,17.0,256.0
A View to a Kill,1985-05-24,30000000.0,PG,131,"Action, Adventure, Thriller",John Glen,"Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones",26.0,75.0,23.0,124.0
Secondhand Lions,2003-09-19,30000000.0,PG,109,"Comedy, Drama, Family",Tim McCanlies,"Michael Caine, Robert Duvall, Haley Joel Osment, Kyra Sedgwick",16.0,32.0,16.0,64.0
In Dreams,1999-01-15,30000000.0,R,100,"Drama, Fantasy, Thriller",Neil Jordan,"Annette Bening, Katie Sagona, Aidan Quinn, Robert Downey Jr.",2.0,10.0,16.0,28.0
Southpaw,2015-07-24,30000000.0,R,124,"Action, Drama, Sport",Antoine Fuqua,"Jake Gyllenhaal, Rachel McAdams, Forest Whitaker, Oona Laurence",46.0,217.0,132.0,395.0
Trapped,2002-09-20,30000000.0,R,106,"Crime, Drama, Thriller",Luis Mandoki,"Charlize Theron, Courtney Love, Stuart Townsend, Kevin Bacon",9.0,43.0,15.0,67.0
The Three Stooges,2012-04-13,30000000.0,PG,92,Comedy,"Bobby Farrelly, Peter Farrelly","Sean Hayes, Will Sasso, Chris Diamantopoulos, Jane Lynch",54.0,166.0,10.0,230.0
Blue Crush,2002-08-16,30000000.0,PG-13,104,"Drama, Romance, Sport",John Stockwell,"Kate Bosworth, Matthew Davis, Michelle Rodriguez, Sanoe Lake",11.0,26.0,10.0,47.0
The Last Stand,2013-01-18,30000000.0,R,107,"Action, Crime, Thriller",Jee-woon Kim,"Arron Shiver, Arnold Schwarzenegger, Titos Menchaca, Richard Dillard",137.0,342.0,32.0,511.0
American Pie 2,2001-08-10,30000000.0,R,108,Comedy,J.B. Rogers,"Jason Biggs, Shannon Elizabeth, Alyson Hannigan, Chris Klein",21.0,79.0,25.0,125.0
The Vow,2012-02-10,30000000.0,PG-13,104,"Drama, Romance",Michael Sucsy,"Rachel McAdams, Channing Tatum, Jessica Lange, Sam Neill",87.0,223.0,30.0,340.0
Hope Springs,2012-08-08,30000000.0,PG-13,100,"Comedy, Drama, Romance",David Frankel,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart",29.0,63.0,17.0,109.0
Big Daddy,1999-06-25,30000000.0,PG-13,93,"Comedy, Drama",Dennis Dugan,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse",22.0,45.0,25.0,92.0
Carrie,2013-10-18,30000000.0,R,100,"Drama, Fantasy, Horror",Kimberly Peirce,"Julianne Moore, Chloë Grace Moretz, Gabriella Wilde, Portia Doubleday",78.0,391.0,36.0,505.0
Down to Earth,2001-02-16,30000000.0,PG-13,87,"Comedy, Fantasy","Chris Weitz, Paul Weitz","Chris Rock, Regina King, Chazz Palminteri, Eugene Levy",6.0,22.0,11.0,39.0
Ultraviolet,2006-03-03,30000000.0,PG-13,88,"Action, Sci-Fi",Kurt Wimmer,"Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu",34.0,137.0,29.0,200.0
Ghostbusters,1984-06-08,30000000.0,PG,105,"Adventure, Comedy, Fantasy",Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",57.0,92.0,33.0,182.0
Howard the Duck,1986-08-01,30000000.0,PG,110,"Action, Adventure, Comedy",Willard Huyck,"Lea Thompson, Jeffrey Jones, Tim Robbins, Ed Gale",15.0,68.0,17.0,100.0
Toy Story,1995-11-22,30000000.0,G,81,"Animation, Adventure, Comedy",John Lasseter,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney",70.0,189.0,22.0,281.0
Friday Night Lights,2004-10-08,30000000.0,PG-13,118,"Action, Drama, Sport",Peter Berg,"Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke",18.0,35.0,16.0,69.0
Antitrust,2001-01-12,30000000.0,PG-13,109,"Action, Crime, Drama",Peter Howitt,"Ryan Phillippe, Rachael Leigh Cook, Claire Forlani, Tim Robbins",17.0,47.0,14.0,78.0
Gridiron Gang,2006-09-15,30000000.0,PG-13,125,"Crime, Drama, Sport",Phil Joanou,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy",19.0,63.0,15.0,97.0
Bride Wars,2009-01-09,30000000.0,PG,89,"Comedy, Romance",Gary Winick,"Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt",46.0,145.0,16.0,207.0
Four Brothers,2005-08-12,30000000.0,R,109,"Action, Crime, Drama",John Singleton,"Mark Wahlberg, Tyrese Gibson, André Benjamin, Garrett Hedlund",30.0,107.0,34.0,171.0
The Age of Adaline,2015-04-24,30000000.0,PG-13,112,"Drama, Fantasy, Romance",Lee Toland Krieger,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn",33.0,99.0,46.0,178.0
District 9,2009-08-14,30000000.0,R,112,"Action, Sci-Fi",Neill Blomkamp,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",108.0,470.0,39.0,617.0
30 Days of Night,2007-10-19,30000000.0,R,113,Horror,David Slade,"Josh Hartnett, Melissa George, Danny Huston, Ben Foster",47.0,216.0,32.0,295.0
Warm Bodies,2013-02-01,30000000.0,PG-13,98,"Comedy, Horror, Romance",Jonathan Levine,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry",106.0,276.0,32.0,414.0
Side Effects,2013-02-08,30000000.0,R,106,"Crime, Drama, Thriller",Steven Soderbergh,"Rooney Mara, Carmen Pelaez, Marin Ireland, Channing Tatum",74.0,249.0,36.0,359.0
Letters to Juliet,2010-05-14,30000000.0,PG,105,"Comedy, Drama, Romance",Gary Winick,"Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti",51.0,102.0,15.0,168.0
Blow,2001-04-06,30000000.0,R,124,"Biography, Crime, Drama",Ted Demme,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths",44.0,204.0,43.0,291.0
Deliver Us from Evil,2014-07-02,30000000.0,R,118,"Horror, Mystery, Thriller",Scott Derrickson,"Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy",47.0,132.0,12.0,191.0
My Super Ex-Girlfriend,2006-07-21,30000000.0,PG-13,95,"Comedy, Romance, Sci-Fi",Ivan Reitman,"Uma Thurman, Luke Wilson, Anna Faris, Rainn Wilson",22.0,64.0,18.0,104.0
Wicker Park,2004-09-03,30000000.0,PG-13,114,"Drama, Mystery, Romance",Paul McGuigan,"Josh Hartnett, Rose Byrne, Matthew Lillard, Diane Kruger",10.0,31.0,25.0,66.0
The Princess Diaries,2001-08-03,30000000.0,G,115,"Comedy, Family, Romance",Garry Marshall,"Julie Andrews, Anne Hathaway, Hector Elizondo, Heather Matarazzo",8.0,25.0,21.0,54.0
Babe,1995-08-04,30000000.0,G,91,"Comedy, Drama, Family",Chris Noonan,"Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving",21.0,64.0,19.0,104.0
The Hunt for Red October,1990-03-02,30000000.0,PG,135,"Action, Adventure, Thriller",John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill",43.0,102.0,22.0,167.0
Forgetting Sarah Marshall,2008-04-18,30000000.0,R,111,"Comedy, Drama, Romance",Nicholas Stoller,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand",43.0,112.0,18.0,173.0
Get on Up,2014-08-01,30000000.0,PG-13,139,"Biography, Drama, Music",Tate Taylor,"Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis",23.0,126.0,25.0,174.0
Fled,1996-07-19,30000000.0,R,98,"Action, Adventure, Crime",Kevin Hooks,"Laurence Fishburne, Stephen Baldwin, Will Patton, Robert John Burke",1.0,23.0,11.0,35.0
Speed,1994-06-10,30000000.0,R,116,"Action, Adventure, Crime",Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton",41.0,155.0,45.0,241.0
The Next Three Days,2010-11-19,30000000.0,PG-13,133,"Crime, Drama, Romance",Paul Haggis,"Russell Crowe, Elizabeth Banks, Michael Buie, Moran Atias",116.0,196.0,35.0,347.0
Remember the Titans,2000-09-29,30000000.0,PG,113,"Biography, Drama, Sport",Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst",19.0,70.0,18.0,107.0
Little Shop of Horrors,1986-12-19,30000000.0,PG-13,94,"Comedy, Musical, Sci-Fi",Frank Oz,"Levi Stubbs, Rick Moranis, Ellen Greene, Vincent Gardenia",19.0,55.0,11.0,85.0
Once Upon a Time in America,1984-06-01,30000000.0,R,229,"Crime, Drama",Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern, Joe Pesci",50.0,118.0,41.0,209.0
Walk the Line,2005-11-18,29000000.0,PG-13,136,"Biography, Drama, Music",James Mangold,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",40.0,119.0,29.0,188.0
Pitch Perfect 2,2015-05-15,29000000.0,PG-13,115,"Comedy, Music",Elizabeth Banks,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow",46.0,161.0,59.0,266.0
Seed of Chucky,2004-11-12,29000000.0,R,87,"Comedy, Fantasy, Horror",Don Mancini,"Brad Dourif, Jennifer Tilly, Billy Boyd, Redman",18.0,29.0,12.0,59.0
Serving Sara,2002-08-23,29000000.0,PG-13,99,"Comedy, Romance",Reginald Hudlin,"Matthew Perry, Elizabeth Hurley, Vincent Pastore, Bruce Campbell",3.0,8.0,11.0,22.0
The Jacket,2005-03-04,28500000.0,R,103,"Drama, Mystery, Sci-Fi",John Maybury,"Adrien Brody, Keira Knightley, Kris Kristofferson, Jennifer Jason Leigh",19.0,82.0,39.0,140.0
Serendipity,2001-10-05,28000000.0,PG-13,90,"Comedy, Romance",Peter Chelsom,"John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan",21.0,56.0,26.0,103.0
Timecop,1994-09-16,28000000.0,R,99,"Action, Crime, Sci-Fi",Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill",14.0,62.0,18.0,94.0
For Your Eyes Only,1981-06-26,28000000.0,PG,127,"Action, Adventure, Thriller",John Glen,"Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson",25.0,78.0,27.0,130.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-10,28000000.0,PG,81,"Comedy, Family",Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",9.0,91.0,19.0,119.0
Kick-Ass,2010-04-16,28000000.0,R,117,"Action, Comedy",Matthew Vaughn,"Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss",147.0,300.0,31.0,478.0
Hocus Pocus,1993-07-16,28000000.0,PG,96,"Comedy, Family, Fantasy",Kenny Ortega,"Bette Midler, Sarah Jessica Parker, Kathy Najimy, Omri Katz",25.0,58.0,12.0,95.0
30 Minutes or Less,2011-08-12,28000000.0,R,83,"Action, Comedy, Crime",Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson",106.0,215.0,63.0,384.0
Along Came a Spider,2001-04-06,28000000.0,R,104,"Crime, Drama, Thriller",Lee Tamahori,"Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker",25.0,63.0,19.0,107.0
3 Days to Kill,2014-02-21,28000000.0,PG-13,117,"Action, Drama, Thriller",McG,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen",98.0,275.0,28.0,401.0
A Walk Among the Tombstones,2014-09-19,28000000.0,R,114,"Crime, Drama, Mystery",Scott Frank,"Liam Neeson, Maurice Compte, Patrick McDade, Luciano Acuna Jr.",32.0,196.0,27.0,255.0
How to Lose Friends & Alienate People,2008-10-03,28000000.0,R,110,"Comedy, Drama, Romance",Robert B. Weide,"Kelan Pannell, Janette Scott, Simon Pegg, Megan Fox",24.0,206.0,127.0,357.0
Indiana Jones and the Temple of Doom,1984-05-23,28000000.0,PG,118,"Action, Adventure",Steven Spielberg,"Harrison Ford, Kate Capshaw, Jonathan Ke Quan, Amrish Puri",40.0,85.0,41.0,166.0
Miracle,2004-02-06,28000000.0,PG,135,"Biography, Drama, History",Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann",11.0,67.0,19.0,97.0
The Spy Next Door,2010-01-15,28000000.0,PG,94,"Action, Comedy, Family",Brian Levant,"Jackie Chan, Amber Valletta, Madeline Carroll, Will Shadley",65.0,126.0,17.0,208.0
Kick-Ass 2,2013-08-16,28000000.0,R,103,"Action, Comedy, Crime",Jeff Wadlow,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee",95.0,455.0,25.0,575.0
Pride and Prejudice and Zombies,2016-02-05,28000000.0,PG-13,107,"Action, Horror, Romance",Burr Steers,"Lily James, Sam Riley, Bella Heathcote, Ellie Bamber",24.0,179.0,190.0,393.0
Brick Mansions,2014-04-25,28000000.0,PG-13,90,"Action, Crime, Drama",Camille Delamarre,"Paul Walker, David Belle, RZA, Gouchy Boy",112.0,304.0,21.0,437.0
We Own the Night,2007-10-12,28000000.0,R,117,"Crime, Drama, Thriller",James Gray,"Joaquin Phoenix, Eva Mendes, Danny Hoch, Alex Veadov",28.0,129.0,20.0,177.0
Safe Haven,2013-02-14,28000000.0,PG-13,115,"Drama, Romance, Thriller",Lasse Hallström,"Julianne Hough, Irene Ziegler, Jon Kohler, Tim Parati",63.0,182.0,24.0,269.0
Zoolander,2001-09-28,28000000.0,PG-13,90,Comedy,Ben Stiller,"Ben Stiller, Owen Wilson, Christine Taylor, Will Ferrell",22.0,73.0,28.0,123.0
Straight Outta Compton,2015-08-14,28000000.0,R,147,"Biography, Crime, Drama",F. Gary Gray,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",27.0,206.0,78.0,311.0
Role Models,2008-11-07,28000000.0,R,99,Comedy,David Wain,"Seann William Scott, Paul Rudd, Christopher Mintz-Plasse, Bobb'e J. Thompson",43.0,218.0,21.0,282.0
Dracula 2000,2000-12-22,28000000.0,R,99,"Action, Fantasy, Horror",Patrick Lussier,"Gerard Butler, Christopher Plummer, Jonny Lee Miller, Justine Waddell",8.0,45.0,12.0,65.0
Blade Runner,1982-06-25,28000000.0,R,117,"Sci-Fi, Thriller",Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos",110.0,255.0,50.0,415.0
The Wedding Planner,2001-01-26,28000000.0,PG-13,103,"Comedy, Romance",Adam Shankman,"Jennifer Lopez, Matthew McConaughey, Bridgette Wilson-Sampras, Justin Chambers",6.0,15.0,11.0,32.0
No Reservations,2007-07-27,28000000.0,PG,104,"Comedy, Drama, Romance",Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson",16.0,125.0,12.0,153.0
Identity,2003-04-25,28000000.0,R,90,"Mystery, Thriller",James Mangold,"John Cusack, Ray Liotta, Amanda Peet, John Hawkes",32.0,96.0,36.0,164.0
Dawn of the Dead,2004-03-19,28000000.0,R,101,"Action, Horror, Thriller",Zack Snyder,"Sarah Polley, Ving Rhames, Jake Weber, Mekhi Phifer",42.0,172.0,30.0,244.0
My Sister's Keeper,2009-06-26,27500000.0,PG-13,109,Drama,Nick Cassavetes,"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",38.0,55.0,15.0,108.0
Octopussy,1983-06-10,27500000.0,PG,131,"Action, Adventure, Thriller",John Glen,"Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn",24.0,74.0,20.0,118.0
Anonymous,2011-10-28,27500000.0,PG-13,130,"Drama, History, Thriller",Roland Emmerich,"Rhys Ifans, Vanessa Redgrave, Sebastian Armesto, Rafe Spall",63.0,134.0,15.0,212.0
Rendition,2007-10-19,27500000.0,R,122,"Drama, Thriller",Gavin Hood,"Jake Gyllenhaal, Reese Witherspoon, Meryl Streep, Alan Arkin",27.0,197.0,19.0,243.0
Joyful Noise,2012-01-13,27500000.0,PG-13,118,"Comedy, Music",Todd Graff,"Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan",27.0,67.0,11.0,105.0
Knocked Up,2007-06-01,27500000.0,R,129,"Comedy, Romance",Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",32.0,114.0,15.0,161.0
Money Monster,2016-05-13,27000000.0,R,98,"Crime, Drama, Thriller",Jodie Foster,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West",5.0,13.0,10.0,28.0
Flawless,1999-11-24,27000000.0,R,112,"Comedy, Crime, Drama",Joel Schumacher,"Robert De Niro, Philip Seymour Hoffman, Barry Miller, Chris Bauer",4.0,15.0,12.0,31.0
Lake Placid,1999-07-16,27000000.0,R,82,"Action, Comedy, Horror",Steve Miner,"Bill Pullman, Bridget Fonda, Oliver Platt, Brendan Gleeson",14.0,46.0,13.0,73.0
