Title,Released,Prod_Budget,Dom_Gross,World_Gross
Tu Xia Chuan Qi,2011-12-31,12000000.0,0.0,1828400.0
 Part of Me,2012-07-05,12000000.0,25326071.0,32700439.0
Def Jams How To Be a Player,1997-08-06,12000000.0,14010363.0,14010363.0
The Boys from Brazil,1978-01-01,12000000.0,19000000.0,19000000.0
Das Boot,1982-02-10,12000000.0,11487676.0,84970337.0
 Demon Knight,1995-01-13,12000000.0,21089146.0,21089146.0
Supesu Batorushippu Yamato,2013-10-19,12000000.0,0.0,0.0
Prophecy,1979-06-15,12000000.0,22673340.0,22673340.0
The Cry of the Owl,2009-11-27,11500000.0,0.0,0.0
Othello,1995-12-14,11000000.0,2844379.0,2844379.0
Le prÃ©nom,2012-11-16,11000000.0,61611.0,25307405.0
Army of Darkness,1993-02-19,11000000.0,11502976.0,21502976.0
Return to the Blue Lagoon,1991-01-01,11000000.0,2000000.0,2000000.0
Doctor Zhivago,1965-12-22,11000000.0,111721000.0,111858363.0
Inside Llewyn Davis,2013-12-06,11000000.0,13248209.0,32943247.0
The Molly Maguires,1970-01-01,11000000.0,2200000.0,2200000.0
Brooklyn,2015-11-04,11000000.0,38322743.0,62076141.0
 A New Hope,1977-05-25,11000000.0,460998007.0,786598007.0
Woman in Gold,2015-04-01,11000000.0,33307793.0,56758138.0
Vera Drake,2004-10-10,11000000.0,3753806.0,13353855.0
FIST,1978-04-13,11000000.0,20388920.0,20388920.0
Barry Lyndon,1975-01-01,11000000.0,20000000.0,20000000.0
The Last Days on Mars,2013-12-06,10600000.0,24084.0,261364.0
 A Space Odyssey,1968-04-02,10500000.0,56700000.0,68700000.0
 The Extra-Terrestrial,1982-06-11,10500000.0,435110554.0,792965326.0
There Goes My Baby,1994-12-31,10500000.0,125169.0,125169.0
Run Fatboy Run,2008-03-22,10000000.0,6003262.0,33512260.0
The Reef,2010-12-31,10000000.0,0.0,15037867.0
Rescue Dawn,2007-07-04,10000000.0,5490423.0,7037886.0
Severance,2007-05-18,10000000.0,137221.0,5950002.0
PeteÂs Dragon,1977-11-03,10000000.0,36000000.0,36000000.0
 Mission to Moscow,1994-08-26,10000000.0,126247.0,126247.0
Black & White,2000-04-05,10000000.0,5241315.0,5241315.0
Good Intentions,2009-12-31,10000000.0,0.0,0.0
 The Light,2008-01-08,10000000.0,0.0,8243567.0
Oliver,1968-12-11,10000000.0,37402877.0,37402877.0
 The Movie,1983-06-24,10000000.0,29500000.0,29500000.0
Adam Resurrected,2009-09-22,10000000.0,0.0,90909.0
Into the Grizzly Maze,2015-05-19,10000000.0,0.0,0.0
Kicks,2016-07-31,10000000.0,0.0,0.0
The Devils Tomb,2009-05-26,10000000.0,0.0,0.0
The Matador,2005-12-30,10000000.0,12589255.0,17300838.0
End of the Spear,2006-01-20,10000000.0,11748661.0,11924041.0
Good Will Hunting,1997-12-05,10000000.0,138433435.0,225933435.0
Sugar Hill,1994-02-25,10000000.0,18272447.0,18272447.0
Coriolanus,2011-12-02,10000000.0,749641.0,1049641.0
American Heist,2015-07-21,10000000.0,0.0,0.0
War Inc,2008-05-23,10000000.0,580862.0,1299855.0
Nicholas Nickleby,2002-12-27,10000000.0,1562800.0,1562800.0
Le Violon rouge,1999-06-11,10000000.0,10019109.0,10019109.0
 Beat The World,2011-06-21,10000000.0,0.0,1230542.0
Romeo Is Bleeding,1994-02-04,10000000.0,3275585.0,3275585.0
Gentlemen Broncos,2009-10-30,9500000.0,113682.0,118482.0
Re-Kill,2013-12-31,9500000.0,0.0,0.0
Its a Mad Mad Mad Mad World,1963-11-07,9400000.0,46300000.0,60000000.0
Red Dog,2011-12-31,9100000.0,0.0,20927794.0
Mine Vaganti,2010-12-31,9100000.0,0.0,18872126.0
Due occhi diabolici,1991-10-25,9000000.0,349618.0,349618.0
Veronika Decides to Die,2015-01-20,9000000.0,0.0,2243.0
Beneath Hill 60,2014-06-17,9000000.0,0.0,3440939.0
Alien,1979-05-25,9000000.0,80930630.0,203630630.0
Black or White,2014-12-03,9000000.0,21571189.0,21571189.0
Fiddler on the Roof,1971-01-01,9000000.0,80500000.0,80500000.0
Greater,2015-12-31,9000000.0,0.0,0.0
The Ultimate Gift,2007-03-09,9000000.0,3438735.0,3438735.0
Thunderball,1965-12-29,9000000.0,63600000.0,141200000.0
The Savages,2007-11-28,9000000.0,6623082.0,10642023.0
Ultramarines,2011-02-26,8900000.0,0.0,0.0
The I Inside,2004-12-31,8800000.0,0.0,0.0
Crazy Heart,2009-12-16,8500000.0,39471742.0,47417251.0
The Namesake,2007-03-09,8500000.0,13610521.0,20288774.0
Bright Star,2009-09-17,8500000.0,4444637.0,17220091.0
Kurtlar vadisi - Irak,2006-11-24,8300000.0,0.0,24906717.0
Quo Vadis,1951-02-23,8250000.0,30000000.0,30000000.0
The Sound of Music,1965-04-01,8200000.0,163214286.0,286214286.0
28 Days Later,2003-06-27,8000000.0,45064915.0,82955633.0
Chirstmas in Beverly Hills,2009-12-31,8000000.0,0.0,0.0
Much Ado About Nothing,1993-05-07,8000000.0,22549338.0,22549338.0
 All Saints Day,2009-10-30,8000000.0,10273187.0,10629320.0
Another Year,2010-12-29,8000000.0,3205706.0,20005613.0
The Death & Life of Bobby Z,2007-09-04,8000000.0,0.0,414617.0
Shadow of the Vampire,2000-12-29,8000000.0,8279017.0,8279017.0
The Good Girl,2002-08-07,8000000.0,14018296.0,16585503.0
Creepshow,1982-11-10,8000000.0,20036244.0,20036244.0
Anomalisa,2015-12-30,8000000.0,3759286.0,5531455.0
Little Miss Sunshine,2006-07-26,8000000.0,59891098.0,100642353.0
Begin Again,2014-06-27,8000000.0,16170632.0,68838736.0
Swelter,2014-08-12,8000000.0,0.0,0.0
Enough Said,2013-09-18,8000000.0,17550872.0,22850872.0
The Wendell Baker Story,2007-05-18,8000000.0,127188.0,127188.0
Henry Joseph Church,2015-12-31,8000000.0,0.0,0.0
 Underground,2015-02-24,8000000.0,0.0,0.0
Showdown in Little Tokyo,1991-01-01,8000000.0,2275557.0,2275557.0
CachÃ©,2005-12-23,8000000.0,3647381.0,19891331.0
A Street Cat Named Bob,2015-12-31,8000000.0,0.0,0.0
The Player,1992-04-10,8000000.0,21706101.0,28876702.0
Swimming Pool,2003-07-04,7800000.0,10130108.0,24021282.0
The Blood of Heroes,1990-02-23,7700000.0,882290.0,882290.0
Loin des hommes,2015-04-14,7700000.0,5336.0,1080428.0
Black November,2015-01-09,7500000.0,0.0,32572.0
Driving Miss Daisy,1989-12-13,7500000.0,106593296.0,106593296.0
The Hole,2001-12-31,7500000.0,0.0,10834406.0
(500) Days of Summer,2009-07-17,7500000.0,32391374.0,59101642.0
Outside Bet,2015-02-24,7500000.0,0.0,13524.0
Masked & Anonymous,2003-07-24,7500000.0,533344.0,555335.0
Die Welle,2011-05-27,7250000.0,0.0,35122948.0
Logans Run,1976-01-01,7000000.0,25000000.0,25000000.0
March or Die,1977-08-05,7000000.0,1000000.0,1000000.0
Snezhnaya koroleva,2014-01-28,7000000.0,0.0,12660527.0
,2015-12-31,7000000.0,0.0,1390976.0
Juno,2007-12-05,7000000.0,143495265.0,231450102.0
Factory Girl,2006-12-29,7000000.0,1661464.0,1661464.0
 The Legend of the Saw Tooth Cave,2015-09-01,7000000.0,0.0,0.0
Warlock,1991-01-10,7000000.0,8824553.0,8824553.0
Losin It,1983-04-08,7000000.0,1246141.0,1246141.0
High School Musical 2,2007-12-11,7000000.0,0.0,0.0
Fargo,1996-03-08,7000000.0,24567751.0,51204567.0
Twixt,2013-07-23,7000000.0,0.0,1268346.0
The Godfather,1972-03-15,7000000.0,134966411.0,268500000.0
The Piano,1993-11-12,7000000.0,40157856.0,40157856.0
Z Storm,2015-08-18,7000000.0,0.0,2053330.0
Stargate - The Ark of Truth,2008-03-11,7000000.0,0.0,0.0
Nikita,1991-03-08,7000000.0,5017971.0,5017971.0
Rabbit-Proof Fence,2002-11-29,7000000.0,6199600.0,16866928.0
Dazed & Confused,1993-09-24,6900000.0,7950889.0,7950889.0
Two Lovers & a Bear,2016-12-31,6840000.0,0.0,0.0
Bran Nue Dae,2010-09-10,6750000.0,113568.0,6812530.0
Dressed to Kill,1980-01-01,6500000.0,31899000.0,31899000.0
Shame,2011-12-02,6500000.0,4002293.0,20412841.0
Tracker,2011-12-31,6500000.0,0.0,3149.0
The Andromeda Strain,1971-01-01,6500000.0,12376563.0,12376563.0
Control,2007-10-10,6400000.0,871577.0,8902141.0
Return of the Living Dead Part II,1988-01-15,6200000.0,9205924.0,9205924.0
The Wackness,2008-07-03,6000000.0,2077046.0,3330012.0
 The Dream Child,1989-08-11,6000000.0,22168359.0,22168359.0
 Through the Portal of Time,1991-08-30,6000000.0,773490.0,773490.0
The First Great Train Robbery,1979-02-02,6000000.0,391942.0,391942.0
A Shine of Rainbows,2011-03-15,6000000.0,0.0,0.0
Dolphins & Whales Tribes of the Ocean IIID,2008-02-15,6000000.0,7714996.0,17252287.0
Do the Right Thing,1989-06-30,6000000.0,26004026.0,26004026.0
Duel in the Sun,1946-12-31,6000000.0,20400000.0,20400000.0
Shattered Glass,2003-10-31,6000000.0,2207975.0,3456602.0
Men of War,1995-12-31,6000000.0,0.0,0.0
The Usual Suspects,1995-08-16,6000000.0,23341568.0,34449356.0
The Wrestler,2008-12-17,6000000.0,26238243.0,46634275.0
Mary Poppins,1964-08-26,6000000.0,102300000.0,102300000.0
Venus,2006-12-21,6000000.0,3347411.0,7818479.0
West Side Story,1961-10-18,6000000.0,43700000.0,43700000.0
 The Revenge of Michael Myers,1989-10-13,6000000.0,11642254.0,11642254.0
War & Peace,1956-01-01,6000000.0,12500000.0,12500000.0
Novocaine,2001-11-16,6000000.0,2025238.0,2522928.0
The Last King of Scotland,2006-09-27,6000000.0,17606684.0,49155371.0
Best in Show,2000-09-27,6000000.0,18621249.0,20695413.0
Ordinary People,1980-09-19,6000000.0,52302978.0,52302978.0
Lake of Fire,2007-10-03,6000000.0,25317.0,26007.0
Freaky Deaky,2011-12-31,6000000.0,0.0,0.0
The Hit List,2011-05-10,6000000.0,0.0,0.0
The Planet of the Apes,1968-02-08,5800000.0,33395426.0,33395426.0
The Train,1965-03-07,5800000.0,6800000.0,6800000.0
Bend it Like Beckham,2003-03-12,5600000.0,32543449.0,74566042.0
Chariots of Fire,1981-09-25,5500000.0,57159946.0,57357808.0
Miss Julie,2015-05-05,5500000.0,0.0,863895.0
The Sting,1973-12-25,5500000.0,159616327.0,159616327.0
Animals,2008-12-31,5500000.0,0.0,0.0
Les Choristes,2004-11-26,5500000.0,3629758.0,83529758.0
Tao Jie,2013-02-26,5400000.0,0.0,4728896.0
Wilson,1944-08-01,5200000.0,2000000.0,2000000.0
A Farewell To Arms,1957-01-01,5000000.0,11000000.0,11000000.0
The Egyptian,1954-01-01,5000000.0,15000000.0,15000000.0
Flying By,2009-07-07,5000000.0,0.0,4568257.0
Monster,2003-12-24,5000000.0,34469210.0,64240813.0
The Return of the Pink Panther,1975-05-16,5000000.0,41833347.0,41833347.0
The Way Way Back,2013-07-05,5000000.0,21502690.0,26853810.0
  The Curse of Michael Myers,1995-09-29,5000000.0,15126948.0,15126948.0
April Fools Day,1986-03-27,5000000.0,12947763.0,12947763.0
Lets Kill Wards Wife,2015-01-09,5000000.0,0.0,0.0
Heavenly Creatures,1994-11-16,5000000.0,3046086.0,5438120.0
Henry & Me,2014-08-18,5000000.0,0.0,0.0
 Dream Warriors,1987-02-27,5000000.0,44793222.0,44793222.0
Solomon & Sheba,1959-01-01,5000000.0,11000000.0,11000000.0
 The Marked Ones,2014-01-03,5000000.0,32462372.0,86362372.0
Psych 9,2010-12-31,5000000.0,0.0,0.0
The Hatching,2016-03-15,5000000.0,0.0,0.0
Robin & Marian,1976-03-11,5000000.0,8000000.0,8000000.0
The Cottage,2008-12-31,5000000.0,0.0,1504960.0
The Robe,1953-09-16,5000000.0,36000000.0,36000000.0
 The Final Nightmare,1991-09-13,5000000.0,34872033.0,34872033.0
Running Forever,2015-10-27,5000000.0,0.0,0.0
Force 10 from Navarone,1978-12-22,5000000.0,7100000.0,7100000.0
Aztec Warrior,2015-12-31,5000000.0,0.0,0.0
The Sweet Hereafter,1997-10-10,5000000.0,4306697.0,7951247.0
Albino Alligator,1997-01-17,5000000.0,353480.0,353480.0
Mommie Dearest,1981-09-18,5000000.0,19032000.0,25032000.0
Lovely Still,2010-09-10,5000000.0,127564.0,282687.0
The Man From Snowy River,1982-11-03,5000000.0,20659423.0,20659423.0
We Have Your Husband,2011-12-31,5000000.0,0.0,0.0
Capricorn One,2015-01-13,5000000.0,0.0,0.0
 Jason Takes Manhattan,1989-07-28,5000000.0,14343976.0,14343976.0
 The Return of Michael Myers,1988-10-01,5000000.0,17768757.0,17768757.0
The Apostle,1997-12-17,5000000.0,20733485.0,21277770.0
 Life After Death,2009-02-17,5000000.0,0.0,0.0
Born of War,2015-01-27,5000000.0,0.0,0.0
Farce of the Penguins,2007-01-30,5000000.0,0.0,0.0
Cera una volta il West,1969-05-28,5000000.0,5321508.0,5321508.0
 Journey to a Prehistoric World,2010-05-28,5000000.0,6096582.0,16515203.0
Shouldve Been Romeo,2012-12-31,5000000.0,0.0,0.0
Light Sleeper,1992-09-21,5000000.0,1050861.0,1050861.0
Jekyll & Hyde Together Again,1982-08-27,5000000.0,3707583.0,3707583.0
Sling Blade,1996-11-20,4833610.0,24475416.0,34175000.0
Without Men,2011-12-31,4700000.0,0.0,0.0
Pat Garrett & Billy the Kid,1973-05-23,4638783.0,8000000.0,11000000.0
Savage Grace,2008-05-28,4600000.0,434417.0,968805.0
Falcon Rising,2014-09-04,4500000.0,11774.0,11774.0
25th Hour,2002-12-19,4500000.0,13084595.0,25344490.0
Chinjeolhan geumjassi,2006-05-04,4500000.0,211667.0,23471871.0
Secrets & Lies,1996-09-28,4500000.0,13417292.0,13417292.0
Hansel & Gretel Get Baked,2013-06-25,4500000.0,0.0,0.0
Moby Dick,1956-01-01,4500000.0,10400000.0,10400000.0
Four Weddings & a Funeral,1994-03-09,4500000.0,52700832.0,242895809.0
One Flew Over the Cuckoos Nest,1975-11-19,4400000.0,108981275.0,108981275.0
Airlift (2016),2016-12-31,4400000.0,0.0,9969237.0
Sexy Beast,2001-06-13,4300000.0,6946056.0,10158355.0
Snabba Cash,2012-07-11,4300000.0,188870.0,10212403.0
High School Musical,2006-05-23,4200000.0,0.0,0.0
George A Romeros Survival of the Dead,2010-05-28,4200000.0,101740.0,101740.0
Nothing,2003-12-31,4000000.0,0.0,63180.0
A Lonely Place to Die,2012-03-20,4000000.0,0.0,442550.0
Bug,2007-05-25,4000000.0,7006708.0,8302995.0
The Greatest Show on Earth,1952-01-10,4000000.0,36000000.0,36000000.0
The Barbarians,1987-03-31,4000000.0,800000.0,800000.0
Red State,2011-03-05,4000000.0,1065429.0,1983596.0
The Misfits,1961-01-01,4000000.0,8200000.0,8200000.0
Purple Violets,2008-08-26,4000000.0,0.0,0.0
Hells Angels,1930-01-01,4000000.0,0.0,0.0
Another Happy Day,2011-11-18,4000000.0,9120.0,978527.0
Geograf globus propil,2013-12-31,4000000.0,0.0,4454853.0
Exodus,1960-01-01,4000000.0,21750000.0,21750000.0
Sonny,2002-12-27,4000000.0,17639.0,17639.0
Prison,1988-03-04,4000000.0,354704.0,354704.0
The Great Escape,1963-08-08,4000000.0,11744471.0,11744471.0
Repicas,2012-11-09,4000000.0,0.0,0.0
Monsters Ball,2001-12-26,4000000.0,31273922.0,43766463.0
The Helpers,2012-12-31,4000000.0,0.0,0.0
Holy Motors,2012-10-17,4000000.0,641054.0,4230426.0
El orfanato,2007-12-28,4000000.0,7159147.0,79250193.0
1776,1972-11-09,4000000.0,0.0,0.0
The Life of Brian,1979-08-17,4000000.0,20008693.0,20008693.0
Trapeze,1956-01-01,4000000.0,14400000.0,14400000.0
The Veil,2015-12-31,4000000.0,0.0,0.0
Porkys,1982-03-19,4000000.0,109492484.0,109492484.0
Talk Radio,1988-12-01,4000000.0,3468572.0,3468572.0
How to Fall in Love,2012-12-31,4000000.0,0.0,0.0
Gone with the Wind,1939-12-15,3900000.0,198680470.0,390525192.0
A Man for All Seasons,1966-12-12,3900000.0,28350000.0,28350000.0
Ben-Hur,1925-12-30,3900000.0,9000000.0,9000000.0
Network,1976-01-01,3800000.0,23689877.0,23689877.0
Major Dundee,1965-04-07,3800000.0,14873.0,14873.0
The History Boys,2006-11-21,3700000.0,2730296.0,13447998.0
The Pirate,1948-01-01,3700000.0,2956000.0,2956000.0
Midnight Cowboy,1969-05-25,3600000.0,44785053.0,44785053.0
Airplane,1980-07-04,3500000.0,83453539.0,83453539.0
The Betrayed,2009-06-30,3500000.0,0.0,0.0
Ira & Abby,2007-09-14,3500000.0,221096.0,221096.0
The Full Monty,1997-08-13,3500000.0,45950122.0,257938649.0
M*A*S*H,1970-01-01,3500000.0,81600000.0,81600000.0
 The Dark Knight Returns Part 2,2013-01-29,3500000.0,0.0,0.0
Terror Train,1980-01-01,3500000.0,8000000.0,8000000.0
13,2011-06-28,3500000.0,0.0,0.0
In the Name of the King III,2014-03-11,3500000.0,0.0,0.0
The Secret,2006-10-01,3500000.0,0.0,0.0
In Cold Blood,1967-01-01,3500000.0,13000000.0,13007551.0
Trolljegeren,2011-06-10,3500000.0,253444.0,5706638.0
The Nuns Story,1959-01-01,3500000.0,12800000.0,12800000.0
La otra conquista,2000-04-19,3500000.0,886410.0,886410.0
I Got the Hook-Up,1998-05-27,3500000.0,10317779.0,10317779.0
Jagten,2013-05-17,3450000.0,687185.0,18309793.0
Lords of London,2015-09-01,3440000.0,0.0,0.0
To Write Love On Her Arms,2015-03-03,3400000.0,0.0,0.0
High Anxiety,1977-12-23,3400000.0,31063038.0,31063038.0
The Dead Girl,2006-12-29,3300000.0,19875.0,19875.0
The Opposite Sex,2015-01-20,3300000.0,0.0,40262.0
The Man Who Shot Liberty Valance,1962-01-01,3200000.0,8000000.0,8000000.0
Adam,2009-07-29,3200000.0,2277396.0,2828590.0
Beginners,2011-06-03,3200000.0,5790894.0,14314407.0
Its a Wonderful Life,1946-01-01,3180000.0,6600000.0,9644124.0
Judgment at Nuremberg,1961-01-01,3000000.0,10000000.0,10000000.0
Love & Death,1975-06-10,3000000.0,20123742.0,20123742.0
Chicago Overcoat,2009-12-31,3000000.0,0.0,0.0
Demonic,2014-12-31,3000000.0,0.0,2932419.0
The Apartment,1960-01-01,3000000.0,18600000.0,24600000.0
Something Wicked,2015-03-17,3000000.0,0.0,0.0
They Came Together,2014-06-27,3000000.0,0.0,82780.0
Iguana,2014-10-27,3000000.0,0.0,0.0
Frances Ha,2013-05-17,3000000.0,4067398.0,11267511.0
Point Blank,2014-07-08,3000000.0,0.0,0.0
The Deep End,2001-08-08,3000000.0,8823109.0,9981635.0
Coming Home,1978-01-01,3000000.0,32653000.0,32653000.0
 The Beatdown,2011-09-13,3000000.0,0.0,0.0
Four Single Fathers,2009-12-31,3000000.0,0.0,0.0
Compadres,2016-04-22,3000000.0,3127773.0,7445044.0
Goldfinger,1964-12-22,3000000.0,51100000.0,124900000.0
Elmer Gantry,1960-01-01,3000000.0,10400000.0,10400000.0
Torn Curtain,1966-07-16,3000000.0,13000000.0,13000000.0
Paranormal Activity 2,2010-10-20,3000000.0,84752907.0,177512032.0
30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,2013-01-15,3000000.0,0.0,0.0
 Freddys Revenge,1985-11-01,3000000.0,21163999.0,21163999.0
National Lampoons Animal House,1978-07-28,3000000.0,141600000.0,141600000.0
The Deported,2009-12-31,3000000.0,0.0,0.0
Ã  LIntÃ©rieur,2008-04-15,3000000.0,0.0,895932.0
The Bridge on the River Kwai,1957-12-18,3000000.0,33300000.0,33300000.0
 The Armageddon,1993-09-24,3000000.0,3902679.0,3902679.0
Unnatural,2015-12-31,3000000.0,0.0,0.0
Red River,1948-01-01,3000000.0,9012000.0,9012000.0
Open Road,2013-05-21,3000000.0,0.0,47469.0
 The Final Friday,1993-08-13,3000000.0,15935068.0,15935068.0
AWOL-72,2015-12-31,3000000.0,0.0,0.0
Pocketful of Miracles,1961-01-01,2900000.0,5000000.0,5000000.0
Some Like it Hot,1959-03-29,2883848.0,25000000.0,25000000.0
 The New Blood,1988-05-13,2800000.0,19170001.0,19170001.0
Diary of the Dead,2008-02-15,2750000.0,952620.0,5394447.0
Rejsen til Saturn,2008-12-31,2700000.0,0.0,5377665.0
Ulees Gold,1997-06-13,2700000.0,9054736.0,15600000.0
Sardaar Ji,2015-12-31,2700000.0,0.0,8200000.0
Donovans Reef,1963-01-01,2686000.0,6600000.0,6600000.0
A Guy Named Joe,1943-12-24,2627000.0,5363000.0,5363000.0
 The Final Chapter,1984-04-13,2600000.0,32980880.0,32980880.0
Blazing Saddles,1974-01-01,2600000.0,119500000.0,119500000.0
Timber Falls,2007-12-07,2600000.0,0.0,71248.0
Maurice,1987-01-01,2600000.0,3130592.0,3130592.0
La Cara Oculta,2011-12-31,2600000.0,0.0,7033931.0
Silver Medalist,2008-12-31,2600000.0,0.0,0.0
Singin in the Rain,1952-04-10,2540000.0,7200000.0,7200000.0
Antibirth,2016-12-31,2500000.0,0.0,0.0
Stung,2015-07-03,2500000.0,0.0,0.0
Garden State,2004-07-28,2500000.0,26782316.0,36028802.0
 ObamaÂs America,2012-07-13,2500000.0,33349941.0,33349941.0
Christmas Mail,2010-12-31,2500000.0,0.0,0.0
The Rise of the Krays,2016-02-02,2500000.0,0.0,0.0
Religulous,2008-10-01,2500000.0,13011160.0,13881317.0
Escape from the Planet of the Apes,1971-01-01,2500000.0,12300000.0,12300000.0
Sky Sharks,2017-12-31,2500000.0,0.0,0.0
The Calling,2009-12-31,2500000.0,0.0,0.0
8 Days,2015-10-13,2500000.0,0.0,0.0
This is England,2007-07-25,2380000.0,327919.0,8739576.0
Bathing Beauty,1944-01-01,2361000.0,3500000.0,3500000.0
Eden,2016-01-19,2300000.0,0.0,0.0
The Brave  Little Toaster,1987-06-19,2300000.0,0.0,0.0
The Toxic Avenger Part II,2015-04-15,2300000.0,0.0,0.0
Fantasia,1940-11-13,2280000.0,83320000.0,83320000.0
Impact Point,2008-12-31,2200000.0,0.0,0.0
The Valley of Decision,1945-01-01,2160000.0,9132000.0,9132000.0
Chicken Tikka Masala,2005-12-31,2160000.0,0.0,37865.0
 Monster Slayer,2008-10-07,2150000.0,0.0,0.0
The Best Years of Our Lives,1946-11-21,2100000.0,23600000.0,23600000.0
Infected,2012-12-31,2100000.0,0.0,0.0
Elling,2002-05-29,2100000.0,313436.0,313436.0
The Timber,2015-10-06,2100000.0,0.0,0.0
[Rec],2009-07-14,2100000.0,0.0,23266821.0
Lies in Plain Sight,2010-12-31,2100000.0,0.0,0.0
Mi America,2016-10-16,2100000.0,3330.0,3330.0
Sharkskin,2016-01-19,2100000.0,0.0,0.0
To Kill A Mockingbird,1962-12-25,2000000.0,13129846.0,13129846.0
From Russia With Love,1964-04-08,2000000.0,24800000.0,78900000.0
Stitches,2013-04-01,2000000.0,0.0,63555.0
The Lady from Shanghai,2015-03-17,2000000.0,0.0,0.0
Alexanders Ragtime Band,1938-01-01,2000000.0,4000000.0,4000000.0
A Funny Thing Happened on the Way to the Forum,2014-09-09,2000000.0,0.0,0.0
Nine Dead,2009-12-31,2000000.0,0.0,0.0
Slacker Uprising,2007-12-31,2000000.0,0.0,0.0
Gentlemans Agreement,1947-01-01,2000000.0,7800000.0,7800000.0
Lesbian Vampire Killers,2009-12-29,2000000.0,0.0,3620902.0
Shortbus,2006-10-04,2000000.0,1985292.0,1985292.0
Straight As,2013-03-19,2000000.0,0.0,0.0
Before Sunset,2004-07-02,2000000.0,5792822.0,11293790.0
The Wrong Side of Right,2016-07-08,2000000.0,0.0,0.0
 The Rise of Reeker,2008-10-14,2000000.0,0.0,0.0
 Twenty Four Seven,1998-04-15,2000000.0,72544.0,72544.0
Witchboard,1986-12-31,2000000.0,7369373.0,7369373.0
In the Heat of the Night,1967-08-02,2000000.0,24379978.0,24379978.0
Pendulum,2001-12-31,2000000.0,0.0,0.0
To Be Frank Sinatra at 100,2015-12-31,2000000.0,0.0,926.0
Return of the Living Dead III,1993-01-01,2000000.0,21000.0,21000.0
Thirteen,2003-08-20,2000000.0,4601043.0,9505996.0
Shark Lake,2015-12-01,2000000.0,0.0,0.0
Wings,1927-08-12,2000000.0,0.0,0.0
Everything You Always Wanted to Know,1972-08-11,2000000.0,18016290.0,18016290.0
Lucky Dog,2014-12-31,2000000.0,0.0,0.0
Boom Town,1940-01-01,2000000.0,9172000.0,9172000.0
Wind Walkers,2015-12-31,2000000.0,0.0,0.0
Highway,2012-12-31,2000000.0,0.0,0.0
Bananas,1971-04-28,2000000.0,0.0,0.0
Lolita,1962-01-01,2000000.0,9250000.0,9250000.0
 The Road Warrior,1982-05-21,2000000.0,24600832.0,24600832.0
Good Ol Boy,2015-12-31,2000000.0,0.0,0.0
True Bromance,2011-12-31,2000000.0,0.0,0.0
Submarine,2011-06-03,1900000.0,467602.0,4581937.0
Vaalu,2015-12-31,1900000.0,0.0,12444.0
Rivers Edge,1987-05-08,1900000.0,4600000.0,4600000.0
Hang em High,1968-08-03,1800000.0,6800000.0,6800000.0
Songcatcher,2001-06-15,1800000.0,3050934.0,3050934.0
Higher Ground,2011-08-23,1800000.0,841056.0,842693.0
Independence Daysaster,2013-12-31,1800000.0,0.0,0.0
Against the Wild,2014-03-11,1800000.0,0.0,0.0
Deadline,2009-12-31,1800000.0,0.0,0.0
A Streetcar Named Desire,1951-09-18,1800000.0,8000000.0,8000000.0
Beasts of the Southern Wild,2012-06-27,1800000.0,12795746.0,23265132.0
Dr Strangelove,1964-01-29,1800000.0,9164370.0,9164370.0
Battle for the Planet of the Apes,1973-01-01,1800000.0,8800000.0,8800000.0
Ed & his Dead Mother,1993-01-01,1800000.0,673.0,673.0
 The Story of Ted the Caver,2013-12-31,1750000.0,0.0,0.0
In the Bedroom,2001-11-23,1700000.0,35930604.0,42137871.0
La misma luna,2008-03-19,1700000.0,12590147.0,23271741.0
Conquest of the Planet of the Apes,1972-01-01,1700000.0,9700000.0,9700000.0
From Here to Eternity,1953-08-05,1650000.0,30500000.0,30500000.0
You Cant Take It With You,1938-01-01,1644000.0,4000000.0,4000000.0
Out of the Dark,1989-12-31,1600000.0,419428.0,419428.0
The Conversation,1974-04-07,1600000.0,4420000.0,4420000.0
She Wore a Yellow Ribbon,1949-01-01,1600000.0,5400000.0,5400000.0
Bloodsport,1988-02-26,1500000.0,11806119.0,11806119.0
Once Upon a Time in Queens,2014-11-11,1500000.0,0.0,0.0
Exotica,1994-09-23,1500000.0,5046118.0,5046118.0
The Squid & the Whale,2005-10-05,1500000.0,7372734.0,11191423.0
Me You & Five Bucks,2015-09-28,1500000.0,2105.0,2105.0
Blood Simple,1985-01-18,1500000.0,1690913.0,2730877.0
Modern Times,1936-02-05,1500000.0,163245.0,163245.0
Kissing Jessica Stein,2002-03-13,1500000.0,7025722.0,9345061.0
Mr Smith Goes To Washington,1939-01-01,1500000.0,9000000.0,9000000.0
Waitress,2007-05-02,1500000.0,19097550.0,22217183.0
Forty Shades of Blue,2005-09-28,1500000.0,75828.0,172569.0
Kids,1995-07-21,1500000.0,7412216.0,20412216.0
I Want Someone To Eat Cheese With,2007-09-05,1500000.0,194568.0,194568.0
Killing Zoe,1994-08-31,1500000.0,418953.0,418953.0
The Lion of Judah,2011-06-03,1500000.0,0.0,0.0
Mutant World,2015-05-26,1500000.0,0.0,0.0
Spellbound,1945-10-31,1500000.0,7000000.0,7000000.0
Snow White & the Seven Dwarfs,1937-12-21,1488000.0,184925485.0,184925485.0
Shalako,1968-01-01,1455000.0,2620000.0,2620000.0
